id,city,housenumber,postcode,street,phone_number,cuisine,name,website,opening_hours,wheelchair,smoking,brewery,Location_id,amenity
660602730,Trento,10/A,38122,Via Gian Domenico Romagnosi,,,Bar Buonconsiglio,,,,,,B72,Bar
1367888812,Trento,29,38122,Via Torre D'Augusto,,,Bookique,http://www.bookique.org/,Mo-Th 17:00-24:00; Fr-Sa 17:00-01:00,,,,B73,Bar
1662768545,Trento,29-Jan,38122,Via Clementino Vannetti,,,Giornale & Caffè,,Mo-Fr 07:00-18:00,limited,,,B74,Bar
2366096787,Trento,4,38122,Largo Nazario Sauro,,,Caffè Adria,,Mo-Su 06:30-20:30,limited,,,B75,Bar
3932953475,,,,,,,Caffè del Corso,,Mo-Su 07:00-21:00,yes,,,B76,Bar
3932953476,Trento,36,38122,Via del Suffragio,+39 0461 230201,,Caracolito,,,,,,B77,Bar
8361545244,Trento,31,38122,Via Alessandro Manzoni,,,Tavernacolo,,Mo-Fr 07:00-23:00; Sa 09:30-23:00; Su off,,,,B78,Bar
431618062,,,,,,,Bar Zinzorla,,,,,,B79,Bar
431622342,,,,,,,Bar Cristallo,,,,,,B80,Bar
431622343,Trento,10,38122,Via Giovanni Pedrotti,,,Bar Rosy,,,,,,B81,Bar
975288631,Trento,12-Feb,38122,Corso Michelangelo Buonarroti,,,Bar Chicco d'Oro,,,,,,B82,Bar
3089135848,Trento,5,38121,Piazza General Antonio Cantore,,,Salotto 41,,,,,,B83,Bar
6260031910,Trento,,38121,Via del Brennero,,,Bar Fornaci,,Mo-Fr 06:30-20:30; Sa 07:00-13:00,yes,,yes,B84,Bar
73089915,Trento,13,,Piazza Dante,,,Flora,,Mo-Sa 06:00-21:00,,,,B85,Bar
9156063622,,,,,,,,,,,,,B86,Bar
1112898176,Trento,320,38121,Via del Brennero,,,Top Bar,,,,,,B87,Bar
1580347710,,,,,,,,,,,,,B88,Bar
1784702656,Trento,320,38121,Via del Brennero,+39 0461 823448,,TheRing,,,,,,B89,Bar
5071900744,Trento,83,38121,Via Antonio Pranzelores,,,Colors Caffè 12,,Mo-Sa 7:00-19:00,,,,B90,Bar
5071900749,Trento,11,38121,Via Antonio Pranzelores,,,Bar Mesa Verde,,,,,,B91,Bar
6681130020,Trento,320,38121,Via del Brennero,+39 0461 820516,,Pappami SRL,,,,,,B92,Bar
116029569,,,,,+39 0461 1823397,,Terrazza Tridente,,,,,,B93,Bar
1157581747,,,,,,,Bar Gabry,,Mo-Sa 07:00-22:00,,,,B94,Bar
1112898176,Trento,320,38121,Via del Brennero,,,Top Bar,,,,,,B95,Bar
1580347710,,,,,,,,,,,,,B96,Bar
1784702656,Trento,320,38121,Via del Brennero,+39 0461 823448,,TheRing,,,,,,B97,Bar
5071900744,Trento,83,38121,Via Antonio Pranzelores,,,Colors Caffè 12,,Mo-Sa 7:00-19:00,,,,B98,Bar
5071900749,Trento,11,38121,Via Antonio Pranzelores,,,Bar Mesa Verde,,,,,,B99,Bar
6681130020,Trento,320,38121,Via del Brennero,+39 0461 820516,,Pappami SRL,,,,,,B100,Bar
895563129,Trento,54,38121,Via Romano Guardini,+39 0461 822447,,Bar Tre Torri,,,,,,B101,Bar
959911054,Trento,54,38121,Via Renato Lunelli,,,Caffè Onda,,,,,,B102,Bar
1112898189,Trento,320,38121,Via del Brennero,,,,,,,,,B103,Bar
1309442322,,,,,,,Bar Smile,,,,,,B104,Bar
2858848895,Trento,16,38121,Via Giovanni Battista Trener,+39 0461 828844,,Red Rose Cafè,,,,,,B105,Bar
2858848896,Trento,16,38121,Via Giovanni Battista Trener,,,,,,,,,B106,Bar
2700355078,,,,,,,Bar Ceresella,,,,,,B107,Bar
6588479288,,,,,,,Bar Pisetta,,,,,,B108,Bar
4302909329,,,,,,,Bar Aeroporto,,,,,,B109,Bar
6588442179,,,,,,,Bar Milena,,,,,,B110,Bar
6657331381,,,,,,,Bar Il Pioppeto,,,,,,B111,Bar
2618341568,Trento,3,,Via del Pra de l'Agnela,,,,,,,,,B112,Bar
1870408863,Lavis,23,38015,Via Giacomo Matteotti,,,,,,,,,B113,Bar
1870411537,,,,,,,Bar Acli,,,,,,B114,Bar
2314672636,Lavis,4,38015,Piazza Manci,,,Bar Corona,,,,,,B115,Bar
1402449109,Lavis,58,38015,Via Giovanni Clementi,+39 0461 246646,,Caffè Millennium,,,,,,B116,Bar
163216447,,,,,,,,,,,,,B117,Bar
1308870011,,,,,,,,,,,,,B118,Bar
4320967592,,,,,,,,,,,,,B119,Bar
303850136,,2,,,+39 0461 650422,,L'aquila nera,,Mo-Sa 7:30-21:00,yes,,,B120,Bar
944586213,,,,,,,Centro Ricreativo Sant'Anna,,,,,,B121,Bar
1279641998,San Michele all'Adige,32,38010,Via Brennero,+39 0461 650540,,Al turista,,,,,,B122,Bar
1496706607,,7,,,,,905 Wine Bar,,,,,,B123,Bar
945021993,Cognola,5,38121,Via Don Alfonso Anselmi,,,Caffè Argentario,,,yes,,,B124,Bar
798801352,,,,,,,Bar Stella,,,,,,B125,Bar
663038618,,,,,,,Bar Satellite,,,,,,B126,Bar
677998379,,,,,,,Bar Renè,,,,,,B127,Bar
1620451932,Povo,21,38123,Via della Resistenza,,,,,,,,,B128,Bar
673740777,,,,,,,"Bar Locanda ""La Canonica""",,6:30-24:00,,,,B129,Bar
434228670,,,,,,,,,,,,,B130,Bar
137046871,,,,,,,,,,,,,B131,Bar
563415898,,,,,,,Green Bar,,,,,,B132,Bar
4195070620,Trento,18,38122,Via Gorizia,+39 0461 1975651,italian,Keecomm - The Social Stone,www.thesocialstone.net,,,no,,B133,Bar
4497466477,,,,,,,La Tana del Ghiro,,,,,,B134,Bar
544348561,,,,,,,Bar International,,,,,,B135,Bar
544348562,,,,,,,Bar G91,,,,,,B136,Bar
4160534189,,,,,,,Montecarlo Caffè,,,,,,B137,Bar
432473110,,,,,,,,,,,,,B138,Bar
544348558,,,,,,,,,,,,,B139,Bar
1264896532,Trento,59,38122,Via Milano,,,Bar Style,,,,,,B140,Bar
544348560,Trento,25,38122,Viale Trieste,,,Dorian Gray,,,,,,B141,Bar
427836296,,,,,,,Bar Terzo Tempo,,,,,,B142,Bar
427963784,,,,,,,,,,,,,B143,Bar
2502929449,,,,,,,UniBAR,,,yes,,,B144,Bar
673740777,,,,,,,"Bar Locanda ""La Canonica""",,6:30-24:00,,,,B145,Bar
434228670,,,,,,,,,,,,,B146,Bar
6240265349,,,,,,,Bar Phoenix,,,,,,B147,Bar
6259990979,,,,,,,BarbeCus - da Francesca e Alvaro,,,,,,B148,Bar
6240212648,Mattarello,36,38123,Via Pomeranos,,,Bar bistrot Tavonatti,,,,,,B149,Bar
580767433,,,38066,,,,Bar Roma,,,yes,,,B150,Bar
9025816145,,,,,,,,,,,,,B151,Bar
60582758,Riva del Garda,17,38066,Viale Giosuè Carducci,,,Emozioni,,,,,,B152,Bar
2189699302,,,,,,,Bar Capriccio,,,,,,B153,Bar
938753648,Riva del Garda,11,38066,Piazza Catena,,,Gelateria Cristallo,,07:30-01:00,,,,B154,Bar
2874237075,,,38066,,,,Yachting Bar Porto,,,,,,B155,Bar
6810233585,,,,,,,Moby Dick Cocktail Bar,,Mo-Su 10:00-02:00,,,,B156,Bar
580767423,,,,,,,,,,,,,B157,Bar
2380893435,,,,,,,Marina Beach Club,,,,,,B158,Bar
7806394387,Riva del Garda,,,Via Gazzoletti,,,Poppy Bar,,,,,,B159,Bar
2527717177,,,,,,,Gelateria Flora Downtown,,,,,,B160,Bar
2874104628,,,,,,,,,,,,,B161,Bar
7942506039,,,,,,,,,,,,,B162,Bar
9062425321,,94,,Viale Dante Alighieri,,,L'Officina del Panino,,,,,,B163,Bar
76654701,,,,,,,Riva Bar,,,,,,B164,Bar
580767423,,,,,,,,,,,,,B165,Bar
506781475,,,,,,,Bar degli Amici,,,,,,B166,Bar
2531405387,,,,,,,,,,,,,B167,Bar
2531413178,,,,,,,Cristallo,,,,,,B168,Bar
5047412337,,,,,,,,,,,,,B169,Bar
2189699302,,,,,,,Bar Capriccio,,,,,,B170,Bar
7936238142,,,,,,,Bar Parisi,,,,,,B171,Bar
8871703724,,,,,,,,,,,,,B172,Bar
2189081694,,,,,,,Bar Moma,,,,,,B173,Bar
514889050,,,,,,,Inter Bar,,,,,,B174,Bar
1602626070,,,,,,,Euro Cafè,,,,,,B175,Bar
2496764579,,,,,,,Marameo,,,,,,B176,Bar
687011002,,,,,+39 0464 437659,,Fashion Café,,,yes,,,B177,Bar
688209685,,,,,,,RistoBar,,09:00-20:00,yes,,,B178,Bar
689704466,,,,,,,Bar Darwin,,,,,,B179,Bar
4016315290,,,,,,,Stone bar,,,,,,B180,Bar
5807182071,,9,,Piazza Federico Guella,,,Bar Manolo,,,,,,B181,Bar
791724497,Rovereto,44,38068,Via Giuseppe Mazzini,,,Cafè Vanila,,,,,,B182,Bar
1366734595,,,,,,,Bar Antares,,,,,,B183,Bar
1366734620,Rovereto,1,38068,Via Fontana,,,Bar Miami,,,,,,B184,Bar
783945816,Rovereto,2,38068,Piazza Antonio Rosmini,,,Bar 18,,,,no,,B185,Bar
2159359633,Rovereto,17,38068,Via Orefici,,,Bar Christian,,,yes,,,B186,Bar
3250930970,Rovereto,12,38068,Via Giuseppe Mazzini,,,Orange,,,,,,B187,Bar
980771444,Rovereto,6,38068,Dante Alighieri,,,De Min,,24-Jul,yes,,,B188,Bar
3334278987,Rovereto,60,38068,Via Giosuè Carducci,,,,,,,,,B189,Bar
2194699074,Rovereto,24,38068,Via Roma,,,Cherry,,,,,,B190,Bar
680701385,,,,,,,Bar Bocciodromo,,,yes,,,B191,Bar
122260326,,,,,,,Iris Bar,,,,no,,B192,Bar
679331323,Rovereto,12,38068,Piazzale Orsi,,,Bar Stazione,,,,,,B193,Bar
2623279971,,,,,,,La Perla,,,,,,B194,Bar
905069861,,,,,,,Bar Total,,,,,,B195,Bar
6829333248,,,,,,,Bar Snack 2001,,,,,,B196,Bar
4088908998,,,,,,,Bar Milea,,,,,,B197,Bar
6829393481,,,,,,,Nero Caffè,,,,,,B198,Bar
1536632550,Rovereto,41,38068,Via Roma,,,Piazzetta,,,,,,B199,Bar
1889419288,Rovereto,61,38068,Via Dante Alighieri,,,Toma Bar,,"Mo-Su 07:30-14:30,16:30-24:00",,,,B200,Bar
3264950985,Rovereto,20,38068,Via Dante Alighieri,,,Via Dante 20,,,,no,,B201,Bar
3281714588,Rovereto,27,38068,Via Dante Alighieri,,,Anteprima Cafè,,,,,,B202,Bar
1505642807,Rovereto,8,38068,Piazza del Podestà,,,Due Colonne,,,,,,B203,Bar
2151018561,Rovereto,27,38068,Piazza Malfatti,,,Mani Al Cielo,,,yes,,,B204,Bar
2151019684,Rovereto,10,38068,Piazza delle Erbe,,,Stella d'Italia,,,yes,,,B205,Bar
2159355797,Rovereto,34,38068,Via Mercerie,,,Tentazioni,,,,,,B206,Bar
2974737929,Rovereto,24,38068,Piazza delle Erbe,,,Bar Centrale,,,,,,B207,Bar
2986510940,Rovereto,50,38068,Via Rialto,,,Good limes,,,,,,B208,Bar
3104987116,Rovereto,16,38068,Via Portici,,,La Crypta,,Mo-Su 19:00-02:00; Mar-Oct 18:00-19:00 off,,,,B209,Bar
5136279654,Rovereto,12,38068,Piazza delle Erbe,,,La Chicca da Ale,,,,,,B210,Bar
6148063867,Rovereto,7,38068,Via Valbusa Grande,,,Loco's Bar,,,,,,B211,Bar
680701386,,,,,,,Bar Tandem,,,yes,,,B212,Bar
685838662,,,,,,,RistoBar Sapori Emiliani,,,,,,B213,Bar
1749736032,,18,,Corso Bettini,,,Caffè città,,,,,,B214,Bar
4023188014,,,,,,,Girasole,,,,,,B215,Bar
5188869806,Rovereto,55,38068,Via Paganini,,,Viennese Stube,,,,,,B216,Bar
3076571002,Rovereto,17,38068,Via Paganini,,,,,,,,,B217,Bar
3859910827,Rovereto,5,38068,Via san Giovanni Bosco,,,Circolo operaio Paganini,,,,,,B218,Bar
783945816,Rovereto,2,38068,Piazza Antonio Rosmini,,,Bar 18,,,,no,,B219,Bar
679331323,Rovereto,12,38068,Piazzale Orsi,,,Bar Stazione,,,,,,B220,Bar
685838662,,,,,,,RistoBar Sapori Emiliani,,,,,,B221,Bar
1749736032,,18,,Corso Bettini,,,Caffè città,,,,,,B222,Bar
5188869806,Rovereto,55,38068,Via Paganini,,,Viennese Stube,,,,,,B223,Bar
3076571002,Rovereto,17,38068,Via Paganini,,,,,,,,,B224,Bar
3859910827,Rovereto,5,38068,Via san Giovanni Bosco,,,Circolo operaio Paganini,,,,,,B225,Bar
2168751553,,,,,,,,,,,,,B226,Bar
6010589532,Rovereto,20,38068,Via Barattieri,,,Caffè Grazia,,,,,,B227,Bar
417409352,,,,,,,Bar Teatro,,,,,,B228,Bar
4013418939,Rovereto,56/A,38068,Corso Bettini,,,Stappomatto Food Drink & More,,,,,,B229,Bar
778610072,Rovereto,,38068,Via Pasqui,,,Bar Moon,,,,,,B230,Bar
4013945729,Rovereto,26,38068,Via Pasqui,+39 0464 462563,,Bar Melody,,,,,,B231,Bar
1366753189,,,,,,,Circolo Operaio San Giorgio,,,limited,,,B232,Bar
691261290,,,,,,,Class,,,,,,B233,Bar
2623279971,,,,,,,La Perla,,,,,,B234,Bar
2623279974,,,,,,,Mimosa,,,,,,B235,Bar
1366753189,,,,,,,Circolo Operaio San Giorgio,,,limited,,,B236,Bar
2490648335,,,,,,,,,,,,,B237,Bar
2189070388,,,,,,,,,,,,,B238,Bar
2189686876,,,,,,,,,,,,,B239,Bar
2555229803,,,38062,,,,Villa delle Rose,,,,,,B240,Bar
903513399,Arco,31,38062,Via Bruno Galas,+39 0464 030067,,Caffe Viennese,,Mo-Su 08:00-20:00; Tu off,,,,B241,Bar
1864713076,,,,,,,,,,,,,B242,Bar
5926176060,,,,,,,,,,,,,B243,Bar
7274664705,,,,,,,,,,,,,B244,Bar
902539232,Arco,6,38062,Via delle Palme,+39 0464 512874,,Caffè Casinò Città di Arco,,Mo-Su 08:00-20:00; Tu off,,,,B245,Bar
508788335,,,,,,,,,,,,,B246,Bar
2552192968,,,,,,,,,,,,,B247,Bar
6115752454,Arco,114,38062,Via Giovanni Segantini,,,Nardi Caffè,,,,,,B248,Bar
242122355,,,,,,,Chiosco Dei Giardini,,,,,,B249,Bar
2779233532,,,,,,,Bar Beseno,,,yes,separated,yes;various,B250,Bar
902593394,,,,,,,Bar Franca,,,,,,B251,Bar
8330976414,Arco,,,Viale Rovereto,,,Bar Primavera,,,,,,B252,Bar
2552192968,,,,,,,,,,,,,B253,Bar
5027253748,,,,,,,,,,,,,B254,Bar
1984744024,Caldonazzo,12,38052,Piazza Vecchia,,,Da Emma,,,,,yes,B255,Bar
2393235151,,,,,,,Blue Coffee,,,yes,no,,B256,Bar
1824386417,,,,,,,,,,,,,B257,Bar
8401767870,,,,,,,Bar Ideal,,,,,,B258,Bar
5787239253,,,,,,,Tirol,,,,,,B259,Bar
9140041708,,,,,,,Bar Agnello,,,,,,B260,Bar
9144490193,,,,,,,na Bela Vida,,,,,,B261,Bar
3302466513,,,,,,,,,,,,,B262,Bar
4318081292,,,,,,,Bar 'il Palazzetto',,Mo-Su 07:30-23:00,,,,B263,Bar
1945847780,,,,,,,Bar Eureka,,,,,,B264,Bar
4318091389,,,,,,,Bar Sport,,,,,,B265,Bar
8835049162,Carisolo,7,,Piazza 2 Maggio,,,Bar Ser Artur,,,,,,B266,Bar
95708700,,,,,,,Bar Trento,,,,,,B267,Bar
2967729897,Cavalese,9,38033,Piazza Ress,,,Osteria la Segosta,,,,,,B268,Bar
2967730253,,,,,,,Giardinetto,,,,,,B269,Bar
1257221027,,,,,,,Cheers,,,,outside,,B270,Bar
4582692757,Cavalese,8,38033,Piazza Cesare Battisti,,,Aspen,,,,,,B271,Bar
4594549033,,,,,,,Vicoletto,,,,,,B272,Bar
4586771955,,,,,,,Bar Roma,,,,,,B273,Bar
2967727728,,,,,,,Kiss,,,,,,B274,Bar
3245940264,,,,Piazza Stazione,,,Bar Stazione,,,yes,,,B275,Bar
4586519626,,,,,,,Fitness Bar,,,,,,B276,Bar
9025458425,,,,,,,Bar Plaza,,,,,,B277,Bar
850582185,,,,,,pizza,Al Castelliere,,,,,,B278,Bar
7829919059,Cles,,38023,Via Quattro Novembre,,,Incontro,,,,,,B279,Bar
2018656030,,,,,,,Bar Corona,,,,,,B280,Bar
2018656031,,,,,,,Bar alla Pesa,,,,,,B281,Bar
2431204314,,,,,,,Bar Chiara,,,,,,B282,Bar
2525009247,,,,,,,Bar Posta,,,,,,B283,Bar
2525035021,,,,,,,Bar Pizzeria Contessa Dina,,,,,,B284,Bar
1100566962,Ossana,4,38026,Via Venezia,,,Delleva Sandro,,,,,,B285,Bar
2589668245,Pellizzano,45,38020,Via Nazionale,,,Al Tabià,,,,,,B286,Bar
1688616579,,61,,Via San Tommaso,,,Cafe Vienna,,,,,,B287,Bar
305506283,,,,,,,Bar Ladin,,,,,,B288,Bar
305506310,,,,,,,Bar Mirella,,,,,,B289,Bar
2405088378,,,,,,,Picol Bar,,,,,,B290,Bar
232137895,,,,,,,,,,,,,B291,Bar
5787238853,,,,,,,Alpen sport,,,,,,B292,Bar
946581603,,,,,,,Bar El Zirm,,,,,,B293,Bar
1224415785,Pozza di Fassa,105,38036,Strada Dolomites,,,Bar Re Laurino,,Mo-Sa 07:30-20:00,,,,B294,Bar
722987884,Pozza di Fassa,9,38036,Piaza de Comun,,,Bar Gelateria Leon d'Oro,,Mo-Su 08:00-24:00,,,,B295,Bar
724391083,Pozza di Fassa,44,38036,Strada de Meida,,,Bar Anny,,,,,,B296,Bar
736750203,Pozza di Fassa,1,38036,Piaza de Comun,,,Bar Al Ponte,,,,,,B297,Bar
1817273242,Pozza di Fassa,0,38036,Strada de Meida,,,,,,,,,B298,Bar
1230713773,Pozza di Fassa,112,38036,Strada de Meida,,,Bar Jodler,,,,no,,B299,Bar
1230713777,Pozza di Fassa,16,38036,Strada de Meida,,,Bar Meeting,,Mo-Sa 08:00-24:00,,,,B300,Bar
8752407441,,,,,,,Al Contrario,,,,,,B301,Bar
1807391641,,,,,,,L'Angolo Bar,,,,,,B302,Bar
85731067,,,,,,,,,,,,,B303,Bar
267973643,Folgaria,,38064,Via Emilio Colpi,,,Albergo Folgaria,,,,,,B304,Bar
267983113,Folgaria,108,38064,Via Emilio Colpi,,,Albergo Restorante Bar,,,,,,B305,Bar
267991872,Folgaria,84,38064,Via Emilio Colpi,,,Osteria Bar,,,,,,B306,Bar
4369741290,,,,,,,Rustik,,,,,,B307,Bar
6533808581,,8,,Via Regina Elena,,,Bar alla Torre,,,,,,B308,Bar
2429894206,,,,,,,Bar Biolago,,,,,,B309,Bar
6451134586,,1301,38025,Via Nazionale,,,Bar Latino,,,,,,B310,Bar
5409402182,Levico Terme,8,38056,Viale Stazione,,,Bar al viale,,,,no,,B311,Bar
2357927906,Levico Terme,10,38056,Viale Vittorio Emanuele,,,Bar Palazzo delle Terme,,,,,,B312,Bar
800125238,,,,,,,Bar Al piccolo parco,,,,,,B313,Bar
835872540,Levico Terme,,38056,Parco Segantini,,,La Rociondola,,,,,,B314,Bar
9048393610,,,,,,,,,,,,,B315,Bar
1100567055,Malé,16,38027,Via IV Novembre,,,Cevedale,,,,,,B316,Bar
622616653,,,,,,,,,,,,,B317,Bar
4356405321,,,,,,ice_cream,Tropical,,,,,,B318,Bar
2428696174,,,,,,,,,,,,,B319,Bar
641844635,,,,,,,,,,,,,B320,Bar
568433880,,,,,,,Bar Selva,,,,,,B321,Bar
6240265349,,,,,,,Bar Phoenix,,,,,,B322,Bar
6259990979,,,,,,,BarbeCus - da Francesca e Alvaro,,,,,,B323,Bar
5330541422,,,,,,,L'Ora di Punta,,,,,,B324,Bar
4123997254,,,,,,,Alpino,,,,,,B325,Bar
4123999071,Mezzana,,,Via Quattro Novembre,,,al Sole,,,,,,B326,Bar
6341429313,,,,,,,da Renato,,,,,,B327,Bar
861065544,Mezzolombardo,29,38017,Corso Giuseppe Mazzini,+39 0461 606170,,Liston,,,,,,B328,Bar
885639416,Mezzolombardo,3/C,38017,Piazza Cassa di Risparmio,,,Caffè Commercio,,,,,,B329,Bar
6063577655,Mezzolombardo,66,38017,Via Alcide De Gasperi,+39 0461 605121,,Le Rodelle,,,,,,B330,Bar
4557760212,Mezzolombardo,65/A,38017,Via Trento,+39 0461 091589,,Braide’s bar,,Mo-Su 09:00-20:30,yes,,,B331,Bar
870463075,,,,,+39 0461 606025,,Bar Centrale,,,,,,B332,Bar
944999768,Mezzolombardo,8,38017,Piazza Vittoria,+39 0461 600514,,Il Bar Sport,,,,,,B333,Bar
1669326109,Mezzolombardo,37,38017,Via Guido Fiorini,,,Center Bar,,,,,,B334,Bar
304626782,,,,,,,Bar Torre Brenta,,,,,,B335,Bar
3669208161,,57,,Piaz de Ramon,,,Ramon,,,,,,B336,Bar
