id	city	housenumber	postcode	street	amenity	contact:phone	name	website	opening_hours	Location_id
880590945	Trento	15	38122	Via Paolo Oss Mazzurana	bar	+39 0461 230070	Bar Teatro			B49
1523162586	Trento	9	38122	Via degli Orbi	bar		La Corte			B50
432473110					bar					B51
544348558					bar					B52
544348559					bar					B53
853801053					bar		Edy Bar			B54
853801604					bar					B55
853802199					bar					B56
1264896532	Trento	59	38122	Via Milano	bar		Bar Style			B57
431632342	Trento	1	38121	Lungadige Monte Grappa	bar		Bar Funivia 2.0		Tu-Su 07:30-22:00	B58
431632344					bar		ENI		Mo-Fr 07:30-19:00	B59
1326513297	Trento	2	38122	Via Torre Vanga	bar	+39 0461 231728	Joyce	http://www.joycetrento.com/		B60
430690364	Trento	10	38122	Piazza Cesare Battisti	bar	+39 0461 230265	Caffè Città			B61
474558106	Trento	4	38122	Via Torre Verde	bar		Bar Galasso			B62
558628474	Trento	83	38122	Via del Suffragio	bar		Suite Café			B63
858394165	Trento	38	38122	Piazza Venezia	bar		Barycentro			B64
1366801129	Trento	8	38122	Via San Marco	bar		Bar La vie en rose			B65
4815875503					bar		Aquila Basket			B66
867377187	Trento	1	38122	Piazza Dante	bar		Bar Stazione Buffet Trento			B67
867377209	Trento	2	38122	Via Dogana	bar	+39 0461 239398	Bar Trento-Malé			B68
4849403999	Trento	43	38122	Corso Michelangelo Buonarroti	bar		Old Liberty Cafè			B69
475083135	Trento	27	38122	Via Giovanni Segantini	bar		Eurocafè			B70
584849651	Trento	3	38122	Passaggio Silvio Dorigoni	bar		Al Porteghet		Mo-Fr 07:00-21:30; Sa 08:00-21:30	B71
660602730	Trento	10/A	38122	Via Gian Domenico Romagnosi	bar		Bar Buonconsiglio			B72
1367888812	Trento	29	38122	Via Torre D'Augusto	bar		Bookique	http://www.bookique.org/	Mo-Th 17:00-24:00; Fr-Sa 17:00-01:00	B73
1662768545	Trento	29/1	38122	Via Clementino Vannetti	bar		Giornale & Caffè		Mo-Fr 07:00-18:00	B74
2366096787	Trento	4	38122	Largo Nazario Sauro	bar		Caffè Adria		Mo-Su 06:30-20:30	B75
3932953475					bar		Caffè del Corso		Mo-Su 07:00-21:00	B76
3932953476	Trento	36	38122	Via del Suffragio	bar	+39 0461 230201	Caracolito			B77
8361545244	Trento	31	38122	Via Alessandro Manzoni	bar		Tavernacolo		Mo-Fr 07:00-23:00; Sa 09:30-23:00; Su off	B78
431618062					bar		Bar Zinzorla			B79
431622342					bar		Bar Cristallo			B80
431622343	Trento	10	38122	Via Giovanni Pedrotti	bar		Bar Rosy			B81
975288631	Trento	12/2	38122	Corso Michelangelo Buonarroti	bar		Bar Chicco d'Oro			B82
3089135848	Trento	5	38121	Piazza General Antonio Cantore	bar		Salotto 41			B83
6260031910	Trento		38121	Via del Brennero	bar		Bar Fornaci		Mo-Fr 06:30-20:30; Sa 07:00-13:00	B84
73089915	Trento	13		Piazza Dante	bar		Flora		Mo-Sa 06:00-21:00	B85
9156063622					bar					B86
1112898176	Trento	320	38121	Via del Brennero	bar		Top Bar			B87
1580347710					bar					B88
1784702656	Trento	320	38121	Via del Brennero	bar	+39 0461 823448	TheRing			B89
5071900744	Trento	83	38121	Via Antonio Pranzelores	bar		Colors Caffè 12		Mo-Sa 7:00-19:00	B90
5071900749	Trento	11	38121	Via Antonio Pranzelores	bar		Bar Mesa Verde			B91
6681130020	Trento	320	38121	Via del Brennero	bar	+39 0461 820516	Pappami SRL			B92
116029569					bar	+39 0461 1823397	Terrazza Tridente			B93
1157581747					bar		Bar Gabry		Mo-Sa 07:00-22:00	B94
1112898176	Trento	320	38121	Via del Brennero	bar		Top Bar			B95
1580347710					bar					B96
1784702656	Trento	320	38121	Via del Brennero	bar	+39 0461 823448	TheRing			B97
5071900744	Trento	83	38121	Via Antonio Pranzelores	bar		Colors Caffè 12		Mo-Sa 7:00-19:00	B98
5071900749	Trento	11	38121	Via Antonio Pranzelores	bar		Bar Mesa Verde			B99
6681130020	Trento	320	38121	Via del Brennero	bar	+39 0461 820516	Pappami SRL			B100
895563129	Trento	54	38121	Via Romano Guardini	bar	+39 0461 822447	Bar Tre Torri			B101
959911054	Trento	54	38121	Via Renato Lunelli	bar		Caffè Onda			B102
1112898189	Trento	320	38121	Via del Brennero	bar					B103
1309442322					bar		Bar Smile			B104
2858848895	Trento	16	38121	Via Giovanni Battista Trener	bar	+39 0461 828844	Red Rose Cafè			B105
2858848896	Trento	16	38121	Via Giovanni Battista Trener	bar					B106
2700355078					bar		Bar Ceresella			B107
6588479288					bar		Bar Pisetta			B108
4302909329					bar		Bar Aeroporto			B109
6588442179					bar		Bar Milena			B110
6657331381					bar		Bar Il Pioppeto			B111
2618341568	Trento	3		Via del Pra de l'Agnela	bar					B112
1870408863	Lavis	23	38015	Via Giacomo Matteotti	bar					B113
1870411537					bar		Bar Acli			B114
2314672636	Lavis	4	38015	Piazza Manci	bar		Bar Corona			B115
1402449109	Lavis	58	38015	Via Giovanni Clementi	bar	+39 0461 246646	Caffè Millennium			B116
163216447					bar					B117
1308870011					bar					B118
4320967592					bar					B119
303850136		2			bar	+39 0461 650422	L'aquila nera		Mo-Sa 7:30-21:00	B120
944586213					bar		Centro Ricreativo Sant'Anna			B121
1279641998	San Michele all'Adige	32	38010	Via Brennero	bar	+39 0461 650540	Al turista			B122
1496706607		7			bar		905 Wine Bar			B123
945021993	Cognola	5	38121	Via Don Alfonso Anselmi	bar		Caffè Argentario			B124
798801352					bar		Bar Stella			B125
663038618					bar		Bar Satellite			B126
677998379					bar		Bar Renè			B127
1620451932	Povo	21	38123	Via della Resistenza	bar					B128
673740777					bar		Bar Locanda "La Canonica"		6:30-24:00	B129
434228670					bar					B130
137046871					bar					B131
563415898					bar		Green Bar			B132
4195070620	Trento	18	38122	Via Gorizia	bar	+39 0461 1975651	Keecomm - The Social Stone	www.thesocialstone.net		B133
4497466477					bar		La Tana del Ghiro			B134
544348561					bar		Bar International			B135
544348562					bar		Bar G91			B136
4160534189					bar		Montecarlo Caffè			B137
432473110					bar					B138
544348558					bar					B139
1264896532	Trento	59	38122	Via Milano	bar		Bar Style			B140
544348560	Trento	25	38122	Viale Trieste	bar		Dorian Gray			B141
427836296					bar		Bar Terzo Tempo			B142
427963784					bar					B143
2502929449					bar		UniBAR			B144
673740777					bar		Bar Locanda "La Canonica"		6:30-24:00	B145
434228670					bar					B146
6240265349					bar		Bar Phoenix			B147
6259990979					bar		BarbeCus - da Francesca e Alvaro			B148
6240212648	Mattarello	36	38123	Via Pomeranos	bar		Bar bistrot Tavonatti			B149
580767433			38066		bar		Bar Roma			B150
9025816145					bar					B151
60582758	Riva del Garda	17	38066	Viale Giosuè Carducci	bar		Emozioni			B152
2189699302					bar		Bar Capriccio			B153
938753648	Riva del Garda	11	38066	Piazza Catena	bar		Gelateria Cristallo		07:30-01:00	B154
2874237075			38066		bar		Yachting Bar Porto			B155
6810233585					bar		Moby Dick Cocktail Bar		Mo-Su 10:00-02:00	B156
580767423					bar					B157
2380893435					bar		Marina Beach Club			B158
7806394387	Riva del Garda			Via Gazzoletti	bar		Poppy Bar			B159
2527717177					bar		Gelateria Flora Downtown			B160
2874104628					bar					B161
7942506039					bar					B162
9062425321		94		Viale Dante Alighieri	bar		L'Officina del Panino			B163
76654701					bar		Riva Bar			B164
580767423					bar					B165
506781475					bar		Bar degli Amici			B166
2531405387					bar					B167
2531413178					bar		Cristallo			B168
5047412337					bar					B169
2189699302					bar		Bar Capriccio			B170
7936238142					bar		Bar Parisi			B171
8871703724					bar					B172
2189081694					bar		Bar Moma			B173
514889050					bar		Inter Bar			B174
1602626070					bar		Euro Cafè			B175
2496764579					bar		Marameo			B176
687011002					bar	+39 0464 437659	Fashion Café			B177
688209685					bar		RistoBar		09:00-20:00	B178
689704466					bar		Bar Darwin			B179
4016315290					bar		Stone bar			B180
5807182071		9		Piazza Federico Guella	bar		Bar Manolo			B181
791724497	Rovereto	44	38068	Via Giuseppe Mazzini	bar		Cafè Vanila			B182
1366734595					bar		Bar Antares			B183
1366734620	Rovereto	1	38068	Via Fontana	bar		Bar Miami			B184
783945816	Rovereto	2	38068	Piazza Antonio Rosmini	bar		Bar 18			B185
2159359633	Rovereto	17	38068	Via Orefici	bar		Bar Christian			B186
3250930970	Rovereto	12	38068	Via Giuseppe Mazzini	bar		Orange			B187
980771444	Rovereto	6	38068	Dante Alighieri	bar		De Min		24/7	B188
3334278987	Rovereto	60	38068	Via Giosuè Carducci	bar					B189
2194699074	Rovereto	24	38068	Via Roma	bar		Cherry			B190
680701385					bar		Bar Bocciodromo			B191
122260326					bar		Iris Bar			B192
679331323	Rovereto	12	38068	Piazzale Orsi	bar		Bar Stazione			B193
2623279971					bar		La Perla			B194
905069861					bar		Bar Total			B195
6829333248					bar		Bar Snack 2001			B196
4088908998					bar		Bar Milea			B197
6829393481					bar		Nero Caffè			B198
1536632550	Rovereto	41	38068	Via Roma	bar		Piazzetta			B199
1889419288	Rovereto	61	38068	Via Dante Alighieri	bar		Toma Bar		Mo-Su 07:30-14:30,16:30-24:00	B200
3264950985	Rovereto	20	38068	Via Dante Alighieri	bar		Via Dante 20			B201
3281714588	Rovereto	27	38068	Via Dante Alighieri	bar		Anteprima Cafè			B202
1505642807	Rovereto	8	38068	Piazza del Podestà	bar		Due Colonne			B203
2151018561	Rovereto	27	38068	Piazza Malfatti	bar		Mani Al Cielo			B204
2151019684	Rovereto	10	38068	Piazza delle Erbe	bar		Stella d'Italia			B205
2159355797	Rovereto	34	38068	Via Mercerie	bar		Tentazioni			B206
2974737929	Rovereto	24	38068	Piazza delle Erbe	bar		Bar Centrale			B207
2986510940	Rovereto	50	38068	Via Rialto	bar		Good limes			B208
3104987116	Rovereto	16	38068	Via Portici	bar		La Crypta		Mo-Su 19:00-02:00; Mar-Oct 18:00-19:00 off	B209
5136279654	Rovereto	12	38068	Piazza delle Erbe	bar		La Chicca da Ale			B210
6148063867	Rovereto	7	38068	Via Valbusa Grande	bar		Loco's Bar			B211
680701386					bar		Bar Tandem			B212
685838662					bar		RistoBar Sapori Emiliani			B213
1749736032		18		Corso Bettini	bar		Caffè città			B214
4023188014					bar		Girasole			B215
5188869806	Rovereto	55	38068	Via Paganini	bar		Viennese Stube			B216
3076571002	Rovereto	17	38068	Via Paganini	bar					B217
3859910827	Rovereto	5	38068	Via san Giovanni Bosco	bar		Circolo operaio Paganini			B218
783945816	Rovereto	2	38068	Piazza Antonio Rosmini	bar		Bar 18			B219
679331323	Rovereto	12	38068	Piazzale Orsi	bar		Bar Stazione			B220
685838662					bar		RistoBar Sapori Emiliani			B221
1749736032		18		Corso Bettini	bar		Caffè città			B222
5188869806	Rovereto	55	38068	Via Paganini	bar		Viennese Stube			B223
3076571002	Rovereto	17	38068	Via Paganini	bar					B224
3859910827	Rovereto	5	38068	Via san Giovanni Bosco	bar		Circolo operaio Paganini			B225
2168751553					bar					B226
6010589532	Rovereto	20	38068	Via Barattieri	bar		Caffè Grazia			B227
417409352					bar		Bar Teatro			B228
4013418939	Rovereto	56/A	38068	Corso Bettini	bar		Stappomatto Food Drink & More			B229
778610072	Rovereto		38068	Via Pasqui	bar		Bar Moon			B230
4013945729	Rovereto	26	38068	Via Pasqui	bar	+39 0464 462563	Bar Melody			B231
1366753189					bar		Circolo Operaio San Giorgio			B232
691261290					bar		Class			B233
2623279971					bar		La Perla			B234
2623279974					bar		Mimosa			B235
1366753189					bar		Circolo Operaio San Giorgio			B236
2490648335					bar					B237
2189070388					bar					B238
2189686876					bar					B239
2555229803			38062		bar		Villa delle Rose			B240
903513399	Arco	31	38062	Via Bruno Galas	bar	+39 0464 030067	Caffe Viennese		Mo-Su 08:00-20:00; Tu off	B241
1864713076					bar					B242
5926176060					bar					B243
7274664705					bar					B244
902539232	Arco	6	38062	Via delle Palme	bar	+39 0464 512874	Caffè Casinò Città di Arco		Mo-Su 08:00-20:00; Tu off	B245
508788335					bar					B246
2552192968					bar					B247
6115752454	Arco	114	38062	Via Giovanni Segantini	bar		Nardi Caffè			B248
242122355					bar		Chiosco Dei Giardini			B249
2779233532					bar		Bar Beseno			B250
902593394					bar		Bar Franca			B251
8330976414	Arco			Viale Rovereto	bar		Bar Primavera			B252
2552192968					bar					B253
5027253748					bar					B254
1984744024	Caldonazzo	12	38052	Piazza Vecchia	bar		Da Emma			B255
2393235151					bar		Blue Coffee			B256
1824386417					bar					B257
8401767870					bar		Bar Ideal			B258
5787239253					bar		Tirol			B259
9140041708					bar		Bar Agnello			B260
9144490193					bar		na Bela Vida			B261
3302466513					bar					B262
4318081292					bar		Bar 'il Palazzetto'		Mo-Su 07:30-23:00	B263
1945847780					bar		Bar Eureka			B264
4318091389					bar		Bar Sport			B265
8835049162	Carisolo	7		Piazza 2 Maggio	bar		Bar Ser Artur			B266
95708700					bar		Bar Trento			B267
2967729897	Cavalese	9	38033	Piazza Ress	bar		Osteria la Segosta			B268
2967730253					bar		Giardinetto			B269
1257221027					bar		Cheers			B270
4582692757	Cavalese	8	38033	Piazza Cesare Battisti	bar		Aspen			B271
4594549033					bar		Vicoletto			B272
4586771955					bar		Bar Roma			B273
2967727728					bar		Kiss			B274
3245940264				Piazza Stazione	bar		Bar Stazione			B275
4586519626					bar		Fitness Bar			B276
9025458425					bar		Bar Plaza			B277
850582185					bar		Al Castelliere			B278
7829919059	Cles		38023	Via Quattro Novembre	bar		Incontro			B279
2018656030					bar		Bar Corona			B280
2018656031					bar		Bar alla Pesa			B281
2431204314					bar		Bar Chiara			B282
2525009247					bar		Bar Posta			B283
2525035021					bar		Bar Pizzeria Contessa Dina			B284
1100566962	Ossana	4	38026	Via Venezia	bar		Delleva Sandro			B285
2589668245	Pellizzano	45	38020	Via Nazionale	bar		Al Tabià			B286
1688616579		61		Via San Tommaso	bar		Cafe Vienna			B287
305506283					bar		Bar Ladin			B288
305506310					bar		Bar Mirella			B289
2405088378					bar		Picol Bar			B290
232137895					bar					B291
5787238853					bar		Alpen sport			B292
946581603					bar		Bar El Zirm			B293
1224415785	Pozza di Fassa	105	38036	Strada Dolomites	bar		Bar Re Laurino		Mo-Sa 07:30-20:00	B294
722987884	Pozza di Fassa	9	38036	Piaza de Comun	bar		Bar Gelateria Leon d'Oro		Mo-Su 08:00-24:00	B295
724391083	Pozza di Fassa	44	38036	Strada de Meida	bar		Bar Anny			B296
736750203	Pozza di Fassa	1	38036	Piaza de Comun	bar		Bar Al Ponte			B297
1817273242	Pozza di Fassa	0	38036	Strada de Meida	bar					B298
1230713773	Pozza di Fassa	112	38036	Strada de Meida	bar		Bar Jodler			B299
1230713777	Pozza di Fassa	16	38036	Strada de Meida	bar		Bar Meeting		Mo-Sa 08:00-24:00	B300
8752407441					bar		Al Contrario			B301
1807391641					bar		L'Angolo Bar			B302
85731067					bar					B303
267973643	Folgaria		38064	Via Emilio Colpi	bar		Albergo Folgaria			B304
267983113	Folgaria	108	38064	Via Emilio Colpi	bar		Albergo Restorante Bar			B305
267991872	Folgaria	84	38064	Via Emilio Colpi	bar		Osteria Bar			B306
4369741290					bar		Rustik			B307
6533808581		8		Via Regina Elena	bar		Bar alla Torre			B308
2429894206					bar		Bar Biolago			B309
6451134586		1301	38025	Via Nazionale	bar		Bar Latino			B310
5409402182	Levico Terme	8	38056	Viale Stazione	bar		Bar al viale			B311
2357927906	Levico Terme	10	38056	Viale Vittorio Emanuele	bar		Bar Palazzo delle Terme			B312
800125238					bar		Bar Al piccolo parco			B313
835872540	Levico Terme		38056	Parco Segantini	bar		La Rociondola			B314
9048393610					bar					B315
1100567055	Malé	16	38027	Via IV Novembre	bar		Cevedale			B316
622616653					bar					B317
4356405321					bar		Tropical			B318
2428696174					bar					B319
641844635					bar					B320
568433880					bar		Bar Selva			B321
6240265349					bar		Bar Phoenix			B322
6259990979					bar		BarbeCus - da Francesca e Alvaro			B323
5330541422					bar		L'Ora di Punta			B324
4123997254					bar		Alpino			B325
4123999071	Mezzana			Via Quattro Novembre	bar		al Sole			B326
6341429313					bar		da Renato			B327
861065544	Mezzolombardo	29	38017	Corso Giuseppe Mazzini	bar	+39 0461 606170	Liston			B328
885639416	Mezzolombardo	3/C	38017	Piazza Cassa di Risparmio	bar		Caffè Commercio			B329
6063577655	Mezzolombardo	66	38017	Via Alcide De Gasperi	bar	+39 0461 605121	Le Rodelle			B330
4557760212	Mezzolombardo	65/A	38017	Via Trento	bar	+39 0461 091589	Braide’s bar		Mo-Su 09:00-20:30	B331
870463075					bar	+39 0461 606025	Bar Centrale			B332
944999768	Mezzolombardo	8	38017	Piazza Vittoria	bar	+39 0461 600514	Il Bar Sport			B333
1669326109	Mezzolombardo	37	38017	Via Guido Fiorini	bar		Center Bar			B334
304626782					bar		Bar Torre Brenta			B335
3669208161		57		Piaz de Ramon	bar		Ramon			B336
3785863119					bar					B337
3786688685					bar		Bar Mancin			B338
375391666					bar					B339
1488996243					bar		Bar Danieli			B340
358203142					bar		Bar Stella			B341
260573164					bar		Bar Sport			B342
64194118					bar		Bar Bastianazzo			B343
1523289654					bar		Bar Malibù			B344
1524975624					bar		Meeting			B345
1524976201	Molveno	2	38018	Piazza Scuole	bar		Cristallo			B346
1525276858	Molveno	1	38018	Piazza San Carlo	bar		Imperia			B347
1525277252					bar					B348
1100567903					bar					B349
1824386638					bar					B350
4340248023					bar		Caffé Garden		Mo-Su 16:00-02:00	B351
105588385					bar					B352
224157928					bar					B353
8724072074					bar		Bar Azzurro			B354
304632785					bar		Bar Arnica			B355
5325769522					bar		San Carlo			B356
6720516413					bar		Bar Laresoti			B357
8875613965					bar		Osteria Bar Bagat			B358
804068698					bar		Egal			B359
4097598013		25	38086	Via allo stadio	bar		Bocciodromo			B360
702858552					bar		Al Pont			B361
5375594313					bar		Baraonda			B362
5406973242					bar		WunderBAR			B363
303828159					bar		Caorer			B364
303825097					bar					B365
303822584					bar		Scarabelin			B366
303826366					bar		Caffè Predazzo			B367
3224940241		5		Via Dellagiacoma	bar		Bar Caffè Croce			B368
8506320844					bar		Bar Diana			B369
8506320845					bar		Bar Centrale			B370
372966334					bar		Snoopy Lake			B371
6720516413					bar		Bar Laresoti			B372
6181885334					bar					B373
229220957					bar					B374
303850136		2			bar	+39 0461 650422	L'aquila nera		Mo-Sa 7:30-21:00	B375
944586213					bar		Centro Ricreativo Sant'Anna			B376
1279641998	San Michele all'Adige	32	38010	Via Brennero	bar	+39 0461 650540	Al turista			B377
1496706607		7			bar		905 Wine Bar			B378
616524577					bar		Bar Trafojer			B379
866739470					bar		Caffe' Gelateria Dolomiti			B380
866739494					bar		Bar Gelateria George's			B381
8982740210					bar		Bar Imbis al Parco			B382
1765623834		134		Via Giuseppe Garibaldi	bar		Bar centrale			B383
1765623837					bar		Bar Pergola			B384
1765623838					bar					B385
1765623839					bar					B386
1765623840					bar					B387
3440511808		1		Piazza Europa	bar		Dolce&Peccato			B388
1765623830					bar					B389
4074235413					bar		Bar Baltyk			B390
1354486693					bar		Bar del Moro			B391
1354486694					bar		Bar Centrale			B392
1348333277					bar		Bicigrill			B393
6397060066	Tesero	2	38038	Via Stava	bar		Bar Topo			B394
6397060067					bar		Bar Stella			B395
8976351018					bar		pizzaria bar ancora			B396
8942982791					bar		Bar Arnò			B397
3709298228					bar		Caffè al Corso			B398
87032731					bar		Bar '900			B399
1945868045					bar		Happy Days			B400
8942982791					bar		Bar Arnò			B401
1945868045					bar		Happy Days			B402
2094237801					bar		Bar Glicine			B403
6610752258					bar		Bar Bailoni - dei Mori			B404
6557856098					bar		Bar al Parco			B405
6570668645					bar		Extra Bar			B406
6572838893					bar		Pane			B407
463398976					bar		Capanna			B408
101164761					bar		Toti's Bar			B409
101164761					bar		Toti's Bar			B410
721098547					bar					B411
721098571					bar		Miramonti			B412
101164761					bar		Toti's Bar			B413
101164761					bar		Toti's Bar			B414
721098547					bar					B415
721098571					bar		Miramonti			B416
101164761					bar		Toti's Bar			B417
721098547					bar					B418
721098571					bar		Miramonti			B419
2364540528					bar		Caffè Centrale			B420
2364540527					bar		Bar BO			B421
3996897857		13/b		Via Trento	bar		Dolci Note			B422
2364540531					bar		La Stua			B423
2364540529	Andalo	1	38010	Via Piz Galin	bar		Caffè Vienna			B424
3101758141	Trento	6	38123	Via dei Marinai d'Italia	cafe	+39 0461 933053	Al Marinaio	http://www.almarinaio.eu	24/7	C1
2250996518					cafe		Eni Bar		Mo-Su 06:00-19:00	C2
1706421993					cafe		Bar Big Ben			C3
2314952904	Trento	28	38122	Via Giacomo Matteotti	cafe		Blue Angel			C4
890516992	Trento	5	38122	Via Monsignor Celestino Endrici	cafe		Bar 70		Su Off	C5
890517019	Trento	131	38122	Via Fratelli Perini	cafe		Bar Perini Civico 131			C6
1131515215	Trento	28		Viale Verona	cafe		Bar Michela			C7
2344162329	Trento	27	38122	Via Giacomo Matteotti	cafe		Girasole			C8
3123786458	Trento	98	38122	Via Vittorio Veneto	cafe		Maly Bar			C9
8446128412				Via Fratelli Perini	cafe					C10
147695036	Trento	10	38122	Via Vittorio Veneto	cafe		Caffè Ristretto			C11
2437097540	Trento	39/1	38123	Via Roberto da Sanseverino	cafe		Bar Stadio			C12
867438907	Trento	56	38123	Corso III Novembre	cafe		Pasticceria Lott			C13
867439156	Trento	40	38122	Corso III Novembre	cafe		Caffè al Corso			C14
920773541	Trento	76	38122	Corso III Novembre	cafe		Caffè Vittoria			C15
268401562	Trento	40	38122	Piazza del Duomo	cafe	+39 0461 092622	Caffè Portici			C16
430669783	Trento	33/1	38122	Via Rodolfo Belenzani	cafe		Caffè Olimpia			C17
557150243	Trento	34	38122	Piazza del Duomo	cafe	+39 0461 262826	Caffè 34			C18
558621094	Trento	34	38122	Via del Travai	cafe	+39 0461 231868	Bar Roby			C19
867377080	Trento	35	38122	Via Camillo Benso Cavour	cafe	+39 0461 232522	Urban Coffee Lab		Mo-Sa 07:30-19:30	C20
867377406	Trento	42	38122	Via Camillo Benso Cavour	cafe		Le Note			C21
976794369	Trento	60	38122	Via Rodolfo Belenzani	cafe	+39 0461 1410166	PanCaffè Larcher		Mo-Su 07:00-14:00,16:30-21:00	C22
991782724	Trento	31	38122	Piazza del Duomo	cafe	+39 0461 260114	Caffè Tridente		Mo-Su 07:00-24:00	C23
2472335028	Trento	11	38122	Via Don Giovanni Battista Zanella	cafe	+39 0461 238480	Magna Laude	http://www.sositrento.it/	Mo-Fr 07:30-21:00; Sa 07:30-14:30,17:00-21:00	C24
268401567	Trento	1	38122	Piazza Mario Pasi	cafe	+39 0461 982301	Bar Pasi			C25
268430906					cafe		Johnny Bar		Mo-Fr 07:00-21:00; Sa 07:00-12:00	C26
268430908	Trento	29	38122	Via Calepina	cafe		Jo Bar		Mo-Sa 07:00-20:00	C27
268436704	Trento	5	38122	Piazza Giovanni Battista Garzetti	cafe	+39 0461 231801	Uva & Menta Café	http://www.uvaementa.it		C28
268440165	Trento	11	38122	Largo Porta Nuova	cafe	+39 0461 262938	Caffè Venezia		Mo-Sa 07:00-20:00; Su 07:00-13:00	C29
432480281	Trento	48	38122	Via Santa Croce	cafe		Bar 3 Portoni		Mo-Fr 07:00-20:00; Sa 07:00-13:00	C30
439912351	Trento	25	38122	Largo Giosuè Carducci	cafe		Carducci			C31
563754421	Trento	20	38122	Via Malpaga	cafe	+39 0461 1822401	Moki			C32
853802748	Trento	50	38122	Via Giuseppe Mazzini	cafe		Caffè Mazzini			C33
867439110	Trento	2	38122	Corso III Novembre	cafe		Bar Pasticceria Viennese		Mo-Su 06:30-21:00	C34
888452672	Trento	39	38122	Via Mantova	cafe		Bottega del Caffè Dersut			C35
950814168	Trento	7	38122	Piazza del Duomo	cafe		Caffè Italia			C36
959911026					cafe		Bar Rosa			C37
